0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Ticker,Date,Close,Open,High,Low,Change,Change%,T.Shares,Volume,SMA10,SMA50,SMA200,RSI_14,CMF_20,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,OBV_SMA_Diff,EMA5,EMA10,EMA20,EMA50,PSARl_0.02_0.2,PSARl_0.01_0.1,OBV_RoC,ATR,Rolling_Std_10,Rolling_Std_50,RSI Strategy,RSI Strategy2,RSI14_OBV_RoC Strategy,RSIMACD Strategy,RSICMF Strategy,RSI OBV Strategy,OBV Strategy,MACD Strategy,CMF Strategy,EMA5 PSAR Strategy,EMA5 PSAR Strategy2,Rolling Std10 Strategy,Rolling Std50 Strategy,RSI Strategy Alt,RSI Strategy2 Alt,RSI14_OBV_RoC Strategy Alt,RSIMACD Strategy Alt,RSICMF Strategy Alt,RSI OBV Strategy Alt,OBV Strategy Alt,MACD Strategy Alt,CMF Strategy Alt,EMA5 PSAR Strategy Alt,EMA5 PSAR Strategy2 Alt,Rolling Std10 Strategy Alt,Rolling Std50 Strategy Alt
HTVM,2024-03-26 00:00:00,12.0,12.0,12.0,12.0,0.0,0.0,10000,120000,12.35,7.63,5.85,65.7,0.74,1.74,1.51,0.23,380602.5500000008,12.372465723443662,11.783718027529137,10.344433297007964,8.214428411816447,13.0,10.857994715776712,0.0,0.7181970168875679,1.5263540436825858,2.521442484785511,Sell,Sell,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Sell,Buy,Hold,Hold,Sell-Monitor,Sell-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy,Monitor-Monitor,Buy,Sell-Monitor,Buy,Monitor-Monitor,Monitor-Monitor
IBPM,2024-03-18 00:00:00,2.8,2.8,2.8,2.8,0.16,6.06,10000,28000,2.54,3.16,1.99,43.76,0.0,-0.32,-0.24,-0.08,120557.09999999404,2.660762117363263,2.747233221044322,3.059904377414997,3.0744446136667807,2.64,2.64,0.0042509199352114,0.2357346115308739,0.1404912017806689,1.447281702548131,Sell,Hold,Hold,Hold,Sell,Hold,Buy,Hold,Hold,Buy,Buy,Hold,Hold,Sell,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell,Monitor-Monitor,Buy,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor
IBSD,2024-04-03 00:00:00,4.2,4.19,4.35,4.18,0.02,0.48,93316276,401330592,4.05,4.08,3.49,61.37,0.06,0.02,0.0,0.02,410799115.5499992,4.104178880617151,4.064396070757622,4.0465243523687136,3.982795566526854,3.94,3.94,0.2851675130829623,0.1164810213608132,0.106358931088336,0.1071858961176807,Hold,Sell,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Hold,Hold,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Buy-Hold,Buy-Hold,Buy-Hold,Hold-Hold,Monitor-Monitor
IFCM,2024-04-03 00:00:00,3.8,3.74,3.9,3.74,0.04,1.06,7670000,29361000,3.98,4.39,3.78,28.11,-0.2,-0.14,-0.12,-0.03,5415325.650000095,3.8613263732903342,3.944479199762179,4.067084533075153,4.167471277982451,3.76,3.76,0.6782116085121803,0.0906766211219081,0.1381625451737941,0.3457273315130378,Buy,Buy,Buy,Hold,Hold,Buy,Buy,Hold,Sell,Buy,Buy,Hold,Hold,Buy-Hold,Buy-Hold,Buy,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Buy,Monitor-Monitor,Sell-Monitor,Buy,Buy,Hold-Hold,Monitor-Monitor
IHFI,2024-03-14 00:00:00,2.5,2.5,2.5,2.5,0.0,0.0,50000,125000,2.73,2.64,1.59,35.36,0.3,-0.04,0.02,-0.06,-599284.200000003,2.591861940449593,2.684189794172109,2.7577358721991256,2.602352442810398,2.5,2.5,0.0,0.070258124742084,0.1708930789834389,0.5398090743352647,Hold,Buy,Hold,Hold,Hold,Hold,Sell,Hold,Buy,Buy,Buy,Hold,Hold,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Buy-Hold,Buy-Hold,Buy,Monitor-Monitor,Monitor-Monitor
IHLI,2023-09-03 00:00:00,0.7,0.67,0.7,0.67,0.02,2.94,4338821,2914510,0.7,0.7,0.75,51.3,0.1,-0.0,-0.0,0.0,16419979.599999905,0.6931405611146163,0.6931541001852122,0.6931446217777961,0.7104092926462764,0.68,0.68,-0.2912835883855824,0.0164227709740022,0.0154919333848351,0.0227003551172532,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Hold,Hold,Hold-Hold,Monitor-Monitor,Hold-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Buy,Buy,Buy,Hold-Hold,Monitor-Monitor
IIDP,2024-04-03 00:00:00,1.75,1.85,1.85,1.75,-0.05,-2.78,200000,360000,1.85,1.7,1.31,43.26,0.83,0.01,0.05,-0.04,12159734.5,1.7896882708945607,1.8303492449824743,1.8451550055894697,1.752478220897351,1.8,1.8,-0.0049400656660258,0.0744841409362477,0.0839047078536027,0.2429973544829506,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Sell,Buy,Sell,Sell,Hold,Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Sell-Monitor,Buy-Hold,Sell,Sell,Monitor-Monitor,Monitor-Monitor
IIEW,2024-03-26 00:00:00,4.5,4.5,4.5,4.5,0.0,0.0,9881,44464,4.72,6.99,3.63,32.83,0.67,-0.6,-0.54,-0.06,-597059.1499999985,4.475519528758536,4.72679444300765,5.207446152609867,5.813502704536236,4.27,4.27,0.0,0.2041319731020592,0.4745009073870195,2.001649686980166,Buy,Buy,Hold,Hold,Buy,Hold,Sell,Hold,Buy,Buy,Buy,Hold,Hold,Buy-Hold,Buy-Hold,Hold-Hold,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Buy-Hold,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor
IITC,2024-03-27 00:00:00,14.5,14.5,14.5,14.5,0.0,0.0,400000,5800000,14.51,15.04,15.49,36.32,-0.11,-0.2,-0.17,-0.03,-711784.450000003,14.510219127017102,14.581847523071897,14.750938099769098,14.93278197761347,14.5,14.5,0.0,0.1068244884102669,0.0340587727356158,0.4221475223336559,Hold,Buy,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Buy,Buy,Hold,Hold,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Monitor-Monitor,Hold-Hold,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Sell-Monitor,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor
IKHC,2024-04-02 00:00:00,3.0,3.0,3.0,3.0,0.0,0.0,994,2982,2.99,2.06,2.16,63.1,0.77,0.36,0.31,0.05,2463720.199999988,3.073346272825799,2.9370478682578325,2.6397747298146923,2.254724958220748,3.44,2.5882207635194083,0.0,0.1940889839544399,0.2609725400624946,0.5374111791823869,Hold,Sell,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Sell,Buy,Hold,Hold,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy,Monitor-Monitor,Buy,Sell-Monitor,Buy,Monitor-Monitor,Monitor-Monitor
IKLV,2024-04-02 00:00:00,1.6,1.6,1.6,1.6,0.0,0.0,125000,200000,1.81,1.66,1.53,38.65,-0.1,0.01,0.04,-0.03,1363239.0,1.6712230838253186,1.726910393940562,1.7333345879417457,1.6795547961065755,1.6,1.6,0.0,0.0419130580427387,0.1579064420612337,0.1135801434212469,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Sell,Sell,Buy,Buy,Hold,Hold,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Sell-Monitor,Sell-Monitor,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor
IMAP,2024-04-03 00:00:00,1.95,1.93,1.95,1.93,0.04,2.09,7917000,15354980,1.92,1.91,1.84,56.19,-0.37,0.0,0.0,-0.0,-27896789.950000048,1.9233125269355344,1.9205760683524145,1.922789890051592,1.903303607136239,1.88,1.88,1.1716804801312986,0.0308382223386808,0.0222361067734758,0.0565324541068995,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Buy,Buy,Hold,Hold,Monitor-Monitor,Hold-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Sell-Monitor,Buy-Hold,Buy-Hold,Hold-Hold,Monitor-Monitor
IMIB,2024-03-28 00:00:00,2.2,2.0,2.2,2.0,0.0,0.0,341194,744187,2.27,2.26,2.41,44.61,0.39,-0.0,0.0,-0.01,546199.1499999762,2.2348887719737,2.2520419775881617,2.258757839873165,2.2624089033577013,2.2,2.2,0.0,0.0617863255488179,0.075247738984113,0.1226857608623127,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Hold,Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Buy,Buy,Buy,Monitor-Monitor,Monitor-Monitor
IMOS,2024-04-02 00:00:00,10.5,10.5,10.5,10.5,0.0,0.0,125000,1312500,10.52,9.94,8.06,51.89,0.28,0.14,0.18,-0.05,-193741.45000004768,10.505782154976028,10.507203292537517,10.434529556321497,10.082721829471303,10.11,10.11,0.0,0.3374910877301031,0.3411890971294715,0.6553285824840299,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Buy,Buy,Buy,Hold,Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Sell-Monitor,Buy-Hold,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor
INCP,2023-09-03 00:00:00,1.9,1.91,1.91,1.9,0.0,0.0,1000133,1907253,1.91,1.98,2.32,42.81,-0.21,-0.02,-0.02,0.0,-2890832.599999994,1.900930089219432,1.9093192145538351,1.9219575423611448,2.004177188232575,1.89,1.89,0.0,0.0226426836777032,0.0229975844141809,0.1577423629251809,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Buy,Buy,Hold,Hold,Hold-Hold,Hold-Hold,Monitor-Monitor,Hold-Hold,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Sell-Monitor,Buy-Hold,Buy-Hold,Hold-Hold,Hold-Hold
IRMC,2024-03-24 00:00:00,4.31,4.25,4.35,4.25,0.04,0.94,320828,1369079,4.28,4.25,4.44,54.45,-0.33,0.01,0.0,0.01,1077051.299999997,4.2811469642159885,4.271724246074353,4.259016230900352,4.279649378939862,4.27,4.27,0.2817548464805419,0.0710816645801599,0.0260128173495147,0.0989124535601629,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Sell,Buy,Buy,Hold,Hold,Monitor-Monitor,Hold-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Hold-Hold,Sell-Monitor,Buy,Buy,Monitor-Monitor,Monitor-Monitor
NAME,2024-04-03 00:00:00,0.7,0.7,0.7,0.7,0.0,0.0,100000,70000,0.66,0.56,0.56,74.13,-0.01,0.04,0.03,0.01,491149.2999999523,0.6898432433918186,0.6650419009043733,0.6300493044696153,0.5824073062209233,0.7,0.596032297223082,0.0,0.0142113104009515,0.0510010893130165,0.0670619573412737,Sell,Sell,Hold,Hold,Sell,Hold,Buy,Hold,Sell,Sell,Buy,Hold,Hold,Sell-Monitor,Sell-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Sell-Monitor,Sell-Monitor,Buy-Hold,Monitor-Monitor,Monitor-Monitor
NDSA,2024-04-01 00:00:00,0.7,0.7,0.7,0.7,-0.01,-1.41,329000,230300,0.7,0.73,0.66,43.75,-0.23,-0.01,-0.01,-0.0,-12045421.099999994,0.7051082103737311,0.7118671587842964,0.722928267500416,0.7192816666988373,0.71,0.71,-0.1498084650962572,0.0196626502316586,0.0096609178301493,0.0415927780227969,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Sell,Sell,Hold,Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Sell-Monitor,Sell,Sell,Monitor-Monitor,Monitor-Monitor
NGIR,2024-04-03 00:00:00,0.37,0.36,0.37,0.36,0.03,8.82,1100000,397000,0.41,0.34,0.44,48.39,0.53,0.01,0.02,-0.01,-21971195.799999952,0.3791672371775559,0.3910865235973107,0.3869861170484314,0.3612879693920536,0.38,0.38,-0.0675199176667473,0.025607001170238,0.0347051068928511,0.0603489850784582,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Buy,Sell,Sell,Hold,Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Sell-Monitor,Buy,Sell-Monitor,Sell-Monitor,Hold-Hold,Monitor-Monitor
SAEI,2024-04-03 00:00:00,2.75,2.53,2.8,2.53,0.22,8.7,4534324,11969840,2.75,3.18,2.12,41.65,0.11,-0.16,-0.15,-0.01,-5030719.700000048,2.669155699786172,2.729429533685292,2.84537818001835,3.0685291742408225,2.48,2.48,-0.7906670113244862,0.1287061205671793,0.1588465367020126,0.3542283363675376,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Buy,Buy,Buy,Hold,Hold,Hold-Hold,Hold-Hold,Hold-Hold,Monitor-Monitor,Hold-Hold,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Buy-Hold,Buy-Hold,Buy-Hold,Hold-Hold,Monitor-Monitor
SBPT,2024-03-19 00:00:00,43.0,45.0,45.0,42.0,-2.0,-4.44,1859765,81476816,46.36,44.57,39.21,37.09,-0.1,0.1,0.62,-0.52,-1432717.700000003,44.83010338952255,45.632500661110114,45.79957905785815,44.92168035751229,45.5,45.5,-2.645742835301545,1.157702122721815,1.8387785801063463,2.1709751030262714,Hold,Buy,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Sell,Sell,Hold,Hold,Monitor-Monitor,Buy,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell,Sell-Monitor,Sell-Monitor,Sell,Sell,Monitor-Monitor,Monitor-Monitor
SKTA,2024-03-28 00:00:00,4.8,4.8,4.95,4.8,0.0,0.0,1064653,5111084,5.17,5.21,4.13,34.02,0.44,-0.1,-0.01,-0.09,-6910469.550000012,4.946034923749099,5.09294030096712,5.213152774342992,5.179006244316969,4.8,4.8,0.0,0.2900471887752691,0.2680713006310867,0.3255011834202506,Buy,Buy,Hold,Hold,Buy,Hold,Sell,Hold,Buy,Buy,Buy,Hold,Hold,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Buy-Hold,Buy,Buy,Monitor-Monitor,Monitor-Monitor
SMOF,2024-04-02 00:00:00,8.25,8.25,8.25,8.25,0.0,0.0,13151,108496,8.91,9.17,10.74,32.08,-0.07,-0.16,-0.06,-0.1,-431367.3000000008,8.47097847039437,8.701296002466076,8.853300487373769,9.13159127746873,8.25,8.25,0.0,0.1618030608764603,0.5288520061834506,0.6325956893010914,Buy,Buy,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Buy,Buy,Hold,Hold,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Sell-Monitor,Buy,Buy,Hold-Hold,Monitor-Monitor
SMRI,2024-03-28 00:00:00,7.35,7.1,7.4,7.0,-0.15,-2.0,3413000,24574940,7.54,7.86,9.69,43.57,0.12,-0.1,-0.13,0.03,353376.69999980927,7.492930847294962,7.51345836814675,7.564180034869954,7.82475328886095,7.32,7.32,-0.078091840444594,0.291719524182098,0.2047328883095899,0.4494336118144511,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Buy,Buy,Hold,Hold,Hold-Hold,Hold-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Buy-Hold,Buy-Hold,Buy-Hold,Buy-Hold,Monitor-Monitor,Hold-Hold
SNUC,2024-04-03 00:00:00,0.65,0.65,0.65,0.65,-0.02,-2.99,55288,35937,0.69,0.57,0.54,51.96,0.26,0.03,0.04,-0.01,-252317.04999995232,0.674909998754573,0.6778059880704833,0.653243743613104,0.6073871722982519,0.67,0.67,-0.0072238360300569,0.0272990230021119,0.0306231575409302,0.0843500964760447,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Buy,Buy,Buy,Hold,Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Sell-Monitor,Buy-Hold,Buy,Buy,Monitor-Monitor,Monitor-Monitor
TASC,2024-04-03 00:00:00,9.0,8.84,9.15,8.84,0.18,2.04,29771620,268280224,8.86,9.55,8.62,43.77,-0.39,-0.25,-0.23,-0.02,-38127851.95000005,8.816168454838682,8.87873988225364,9.079487227702078,9.286758498731084,8.45,8.45,-2.245846248424788,0.1832274251073053,0.2626785107307748,0.5006430151036911,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Buy,Buy,Hold,Hold,Hold-Hold,Hold-Hold,Hold-Hold,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Sell-Monitor,Monitor-Monitor,Sell-Monitor,Buy-Hold,Buy-Hold,Hold-Hold,Hold-Hold
TZNI,2024-04-03 00:00:00,2.59,2.59,2.59,2.59,0.0,0.0,1151,2981,2.54,2.41,2.35,83.49,0.38,0.06,0.04,0.02,249324.29999995232,2.577440960032461,2.5421748251695733,2.492562550958702,2.4267524275217545,2.48179621054912,2.475607321608247,0.0,0.0136413180789751,0.0697933457509264,0.0756296022381304,Sell,Sell,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Hold,Hold,Sell-Monitor,Sell-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Buy-Hold,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor
VAMF,2024-03-14 00:00:00,1.0,1.0,1.0,1.0,0.0,0.0,14599,14599,0.99,0.62,,93.19,0.0,0.12,0.11,0.02,2466250.0,0.994109470380348,0.947965871774454,0.8430161880090706,0.7593006112259804,0.907212815758796,0.7779953517503269,0.0,0.0180513732685835,0.0158113883008135,0.1976907500442541,Sell,Sell,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Buy,Buy,Hold,Hold,Sell-Monitor,Sell-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Monitor-Monitor,Monitor-Monitor,Buy-Hold,Buy-Hold,Monitor-Monitor,Monitor-Monitor
