Ticker,Buy Date,Sell Date,Buy Price,Sell Price,Profit,Profit Percent,Gain Factor,Trade Status,Buy Price Commission,Sell Price Commission,Profit Commission,Profit Percent Commission,Gain Factor Commission,Simulation Status,Trade Iteration Number,1th Iteration,2th Iteration,3th Iteration,4th Iteration,5th Iteration
TASC,2023-07-20,2023-07-23 00:00:00,7.39,7.38,-0.0099999999999997,-0.1353179972936372,0.9986468200270636,Closed,7.394433999999999,7.375572,-0.0188619999999994,-0.2550837562415121,0.9974491624375847,True,5,,,,,0.9974491624375847
TASC,2023-07-24,2023-08-01 00:00:00,7.38,7.46,0.08,1.084010840108402,1.010840108401084,Closed,7.384428,7.455524,0.0710959999999998,0.962782763945966,1.0096278276394597,True,5,,,,,1.0096278276394597
IBSD,2023-07-26,2023-07-31 00:00:00,3.25,3.32,0.0699999999999998,2.153846153846149,1.0215384615384615,Closed,3.25195,3.318008,0.0660579999999999,2.031335045126769,1.0203133504512676,True,2,,1.0203133504512676,,,
BBOB,2023-08-03,2023-10-23 00:00:00,2.35,3.28,0.9299999999999996,39.57446808510637,1.3957446808510636,Closed,2.35141,3.278032,0.9266219999999996,39.40707915676124,1.3940707915676125,True,2,,1.3940707915676125,,,
TASC,2023-08-07,2023-09-21 00:00:00,7.73,8.95,1.2199999999999989,15.782664941785235,1.1578266494178524,Closed,7.734638,8.94463,1.2099919999999995,15.643809057385749,1.1564380905738574,True,4,,,,1.1564380905738574,
IBSD,2023-08-27,2023-08-29 00:00:00,3.22,3.16,-0.06,-1.8633540372670825,0.9813664596273292,Closed,3.221932,3.158104,-0.063828,-1.981047396406876,0.9801895260359312,True,5,,,,,0.9801895260359312
IBSD,2023-09-10,2023-10-11 00:00:00,3.22,3.56,0.3399999999999998,10.55900621118012,1.105590062111801,Closed,3.221932,3.557864,0.3359319999999997,10.426414958478318,1.1042641495847831,True,5,,,,,1.1042641495847831
BNOI,2023-09-18,2023-10-15 00:00:00,2.0,2.38,0.3799999999999999,18.999999999999996,1.19,Closed,2.0012,2.378572,0.3773719999999998,18.85728562862282,1.188572856286228,True,1,1.188572856286228,,,,
BMNS,2023-09-24,2023-11-21 00:00:00,0.94,1.01,0.07,7.446808510638305,1.074468085106383,Closed,0.940564,1.009394,0.0688299999999999,7.317949655738467,1.0731794965573846,True,3,,,1.0731794965573846,,
IBSD,2023-10-17,2023-10-22 00:00:00,3.62,3.59,-0.0300000000000002,-0.8287292817679627,0.9917127071823204,Closed,3.622172,3.587846,-0.034326,-0.9476634461312184,0.9905233655386878,True,1,0.9905233655386878,,,,
BNOI,2023-10-31,2023-11-08 00:00:00,2.46,2.52,0.06,2.4390243902439046,1.024390243902439,Closed,2.461476,2.518488,0.0570120000000002,2.31617127284606,1.023161712728461,True,1,1.023161712728461,,,,
BBOB,2023-10-31,2023-11-08 00:00:00,3.26,3.16,-0.0999999999999996,-3.0674846625766765,0.9693251533742332,Closed,3.261956,3.158104,-0.1038519999999993,-3.1837339314202704,0.9681626606857971,True,2,,0.9681626606857971,,,
BNOI,2023-11-09,2023-11-15 00:00:00,2.82,2.8,-0.02,-0.7092198581560291,0.9929078014184396,Closed,2.821692,2.79832,-0.0233719999999997,-0.8282973478324258,0.9917170265216756,True,1,0.9917170265216756,,,,
BBOB,2023-11-13,2023-12-04 00:00:00,3.19,3.29,0.1,3.134796238244517,1.031347962382445,Closed,3.191914,3.288026,0.0961119999999997,3.011108695284389,1.0301110869528438,True,2,,1.0301110869528438,,,
IBSD,2023-11-15,2023-12-04 00:00:00,3.5,3.45,-0.0499999999999998,-1.4285714285714235,0.9857142857142858,Closed,3.5021,3.4479300000000004,-0.0541699999999996,-1.546786213985883,0.9845321378601412,True,4,,,,0.9845321378601412,
TASC,2023-11-22,2023-11-23 00:00:00,8.85,8.82,-0.0299999999999993,-0.3389830508474504,0.9966101694915256,Closed,8.85531,8.814708,-0.0406019999999998,-0.4585045582819778,0.9954149544171802,True,1,0.9954149544171802,,,,
BMNS,2023-11-22,2023-11-26 00:00:00,1.02,1.01,-0.01,-0.980392156862746,0.9901960784313726,Closed,1.020612,1.009394,-0.0112180000000001,-1.0991444349076995,0.989008555650923,True,3,,,0.989008555650923,,
TASC,2023-12-04,2023-12-21 00:00:00,9.0,8.88,-0.1199999999999992,-1.3333333333333246,0.9866666666666668,Closed,9.0054,8.874672,-0.1307279999999995,-1.4516623359317689,0.9854833766406824,True,1,0.9854833766406824,,,,
BBOB,2023-12-05,2023-12-27 00:00:00,3.16,3.5,0.3399999999999998,10.759493670886071,1.1075949367088609,Closed,3.161896,3.4979,0.3360039999999999,10.626661977497044,1.1062666197749704,True,2,,1.1062666197749704,,,
BNOI,2023-12-12,2023-12-14 00:00:00,2.57,2.49,-0.0799999999999996,-3.112840466926056,0.9688715953307394,Closed,2.571542,2.488506,-0.0830359999999998,-3.2290353414410453,0.9677096465855896,True,3,,,0.9677096465855896,,
BNOI,2023-12-17,2023-12-20 00:00:00,2.5,2.49,-0.0099999999999997,-0.3999999999999915,0.996,Closed,2.5015,2.488506,-0.0129939999999999,-0.5194483310013972,0.994805516689986,True,3,,,0.994805516689986,,
TASC,2023-12-22,2023-12-24 00:00:00,8.88,8.64,-0.2400000000000002,-2.702702702702705,0.9729729729729728,Closed,8.885328000000001,8.634816,-0.2505120000000005,-2.819389447412638,0.9718061055258737,True,1,0.9718061055258737,,,,
BNOI,2024-01-03,2024-01-04 00:00:00,2.44,2.43,-0.0099999999999997,-0.4098360655737617,0.9959016393442623,Closed,2.441464,2.428542,-0.0129219999999996,-0.5292726003741877,0.994707273996258,True,1,0.994707273996258,,,,
BNOI,2024-01-10,2024-03-12 00:00:00,2.5,3.66,1.16,46.400000000000006,1.464,Closed,2.5015,3.657804,1.156304,46.224425344793126,1.4622442534479312,True,1,1.4622442534479312,,,,
TASC,2024-01-14,2024-02-29 00:00:00,9.35,9.78,0.4299999999999997,4.59893048128342,1.045989304812834,Closed,9.35561,9.774132,0.4185219999999994,4.47348703077618,1.044734870307762,True,2,,1.044734870307762,,,
BMNS,2024-01-18,2024-01-28 00:00:00,1.41,1.68,0.27,19.148936170212767,1.1914893617021276,Closed,1.4108459999999998,1.678992,0.2681460000000002,19.006043182601097,1.1900604318260108,True,3,,,1.1900604318260108,,
IBSD,2024-01-18,2024-01-21 00:00:00,3.77,3.75,-0.02,-0.5305039787798413,0.9946949602122016,Closed,3.772262,3.74775,-0.024512,-0.6497957989132274,0.9935020420108678,True,4,,,,0.9935020420108678,
BBOB,2024-01-22,2024-02-13 00:00:00,3.14,3.33,0.1899999999999999,6.050955414012737,1.0605095541401273,Closed,3.141884,3.328002,0.186118,5.9237705784172805,1.0592377057841729,True,4,,,,1.0592377057841729,
IBSD,2024-01-24,2024-02-20 00:00:00,3.9,4.1,0.1999999999999997,5.1282051282051215,1.051282051282051,Closed,3.90234,4.09754,0.1951999999999998,5.002126928970818,1.0500212692897082,True,5,,,,,1.0500212692897082
BMNS,2024-01-29,2024-02-05 00:00:00,1.61,1.69,0.0799999999999998,4.968944099378873,1.0496894409937887,Closed,1.610966,1.688986,0.0780199999999997,4.843056898779971,1.0484305689877995,True,3,,,1.0484305689877995,,
BBOB,2024-02-14,2024-02-15 00:00:00,3.35,3.34,-0.0100000000000002,-0.2985074626865741,0.9970149253731344,Closed,3.35201,3.337996,-0.0140139999999999,-0.4180775117019332,0.9958192248829808,True,3,,,0.9958192248829808,,
BMNS,2024-02-19,2024-02-20 00:00:00,1.37,1.35,-0.02,-1.4598540145985412,0.9854014598540146,Closed,1.3708220000000002,1.34919,-0.021632,-1.578031283419736,0.9842196871658028,True,3,,,0.9842196871658028,,
BBOB,2024-02-21,2024-03-25 00:00:00,3.41,3.5,0.0899999999999998,2.63929618768328,1.0263929618768328,Closed,3.412046,3.4979,0.0858539999999998,2.516202888237728,1.0251620288823773,True,3,,,1.0251620288823773,,
BMNS,2024-03-04,2024-03-07 00:00:00,1.31,1.33,0.02,1.5267175572519098,1.015267175572519,Closed,1.310786,1.329202,0.0184159999999999,1.4049585515866043,1.014049585515866,True,2,,1.014049585515866,,,
BMNS,2024-03-10,2024-04-25 00:00:00,1.29,1.36,0.07,5.426356589147292,1.054263565891473,Closed,1.290774,1.3591840000000002,0.06841,5.299920822700184,1.052999208227002,True,2,,1.052999208227002,,,
BNOI,2024-03-17,2024-03-18 00:00:00,3.92,3.8,-0.1200000000000001,-3.061224489795921,0.9693877551020408,Closed,3.922352,3.79772,-0.124632,-3.1774812663422374,0.9682251873365776,True,1,0.9682251873365776,,,,
IBSD,2024-03-18,2024-03-24 00:00:00,4.0,4.05,0.0499999999999998,1.2499999999999956,1.0125,Closed,4.0024,4.04757,0.0451699999999997,1.1285728562862212,1.0112857285628625,True,4,,,,1.0112857285628625,
BNOI,2024-03-19,2024-03-20 00:00:00,3.89,3.85,-0.04,-1.0282776349614406,0.9897172236503856,Closed,3.892334,3.84769,-0.0446439999999999,-1.1469724848895266,0.9885302751511048,True,1,0.9885302751511048,,,,
BNOI,2024-04-02,2024-04-14 00:00:00,3.6,2.79,-0.81,-22.5,0.775,Closed,3.60216,2.788326,-0.813834,-22.59294423345992,0.7740705576654008,True,1,0.7740705576654008,,,,
IBSD,2024-04-02,2024-04-29 00:00:00,4.18,4.49,0.3100000000000005,7.416267942583745,1.0741626794258374,Closed,4.182508,4.487306,0.3047980000000008,7.287445714389568,1.0728744571438955,True,3,,,1.0728744571438955,,
TASC,2024-04-14,2024-04-15 00:00:00,9.41,9.21,-0.1999999999999993,-2.1253985122210337,0.9787460148777896,Closed,9.415646,9.204474,-0.2111719999999994,-2.2427776065497733,0.9775722239345024,True,4,,,,0.9775722239345024,
BNOI,2024-04-15,2024-04-28 00:00:00,2.79,3.0,0.2099999999999999,7.526881720430106,1.075268817204301,Closed,2.791674,2.9982,0.2065260000000002,7.39792683529668,1.0739792683529668,True,1,1.0739792683529668,,,,
BBOB,2024-04-17,Open Trade - Last Close Price Used,3.71,4.16,0.4500000000000002,12.12938005390836,1.1212938005390836,Open,3.712226,4.157504,0.4452780000000005,11.994905482586471,1.1199490548258648,True,4,,,,1.1199490548258648,
TASC,2024-04-17,2024-04-29 00:00:00,9.4,9.5,0.0999999999999996,1.0638297872340388,1.0106382978723405,Closed,9.40564,9.4943,0.0886600000000008,0.9426259138134232,1.0094262591381342,True,5,,,,,1.0094262591381342
BNOI,2024-04-29,Open Trade - Last Close Price Used,3.04,3.0,-0.04,-1.3157894736842115,0.986842105263158,Open,3.041824,2.9982,-0.0436239999999998,-1.4341395162902222,0.9856586048370978,True,1,0.9856586048370978,,,,
BMNS,2024-05-05,2024-05-13 00:00:00,1.44,1.45,0.01,0.6944444444444451,1.0069444444444444,Closed,1.440864,1.44913,0.0082660000000001,0.5736835676372029,1.005736835676372,True,2,,1.005736835676372,,,
TASC,2024-05-06,2024-05-15 00:00:00,9.2,9.4,0.200000000000001,2.1739130434782727,1.0217391304347827,Closed,9.20552,9.39436,0.1888400000000007,2.051377868930824,1.020513778689308,True,3,,,1.020513778689308,,
TASC,2024-05-19,Open Trade - Last Close Price Used,9.5,9.5,0.0,0.0,1.0,Open,9.5057,9.4943,-0.0113999999999983,-0.1199280431740776,0.9988007195682592,True,2,,0.9988007195682592,,,
