Date,Open,High,Low,Close,Volume,Change,Change_Percent,SMA10,SMA50,SMA200,EMA5,EMA10,EMA20,EMA50,EMA200,RSI_14,STOCHk_9_6_3,STOCHd_9_6_3,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,CMF,OBV,ATR,PSAR,PSARl_0.01_0.1,Rolling_Std,Golden_Cross,Death_Cross,Price_Cross_SMA10_Up,Price_Cross_SMA10_Down,Price_Cross_SMA50_Up,Price_Cross_SMA50_Down,Price_Cross_SMA200_Up,Price_Cross_SMA200_Down,SMA10_Up,SMA50_Up,SMA200_Up,Price_Distance_SMA10,Price_Distance_SMA50,Price_Distance_SMA200,SMA50_Above_SMA200,Golden_Death_Cross_Desc,Price_SMA10_Crossover_Desc,Price_Crossover_Desc,RSI_Desc,Stochastic_Desc,CMF_Desc,MACD_Desc,OBV_Desc,PSAR_Desc,ATR_Desc,RSI_9,RSI_25,CMF_20,OBV_SMA_Diff,OBV_RoC,PSARl_0.02_0.2,Rolling_Std_10,Rolling_Std_50
2010-01-17T00:00:00Z,5,5.5,5,0,48730141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5,0,0
2010-01-20T00:00:00Z,5.5,5.5,5.5,0,6877238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5.005,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.01,0,0
2010-01-21T00:00:00Z,5,5,5,0,16775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5.5,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.5,0,0
2010-01-24T00:00:00Z,5,5,5,0,55915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5.495,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.49,0,0
2010-01-25T00:00:00Z,5.5,5.5,5.5,0,15372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5,0,0
2010-01-26T00:00:00Z,5.5,6,5.5,0,200118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5.005,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.01,0,0
2010-01-27T00:00:00Z,6,6,6,0,241542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5.0249,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.0496,0,0
2010-01-28T00:00:00Z,6,6,6,0,67098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48730141,0,0,5.0444,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.0876,0,0
2010-01-31T00:00:00Z,6.5,6.5,6.5,0,34704,0,0,0,0,0,0,0,0,0,0,0,-333.33,0,0,0,0,0,48730141,0,0,5.0635,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.1241,0,0
2010-02-01T00:00:00Z,6.5,6.5,6.5,0,242912,0,0,0,0,0,0,0,0,0,0,0,-333.33,0,0,0,0,0,48730141,0,0,5.1066,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,5.2067,0,0
