Date,Open,High,Low,Close,Volume,Change,Change_Percent,SMA10,SMA50,SMA200,EMA5,EMA10,EMA20,EMA50,EMA200,RSI_14,STOCHk_9_6_3,STOCHd_9_6_3,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,CMF,OBV,ATR,PSAR,PSARl_0.01_0.1,Rolling_Std,Golden_Cross,Death_Cross,Price_Cross_SMA10_Up,Price_Cross_SMA10_Down,Price_Cross_SMA50_Up,Price_Cross_SMA50_Down,Price_Cross_SMA200_Up,Price_Cross_SMA200_Down,SMA10_Up,SMA50_Up,SMA200_Up,Price_Distance_SMA10,Price_Distance_SMA50,Price_Distance_SMA200,SMA50_Above_SMA200,Golden_Death_Cross_Desc,Price_SMA10_Crossover_Desc,Price_Crossover_Desc,RSI_Desc,Stochastic_Desc,CMF_Desc,MACD_Desc,OBV_Desc,PSAR_Desc,ATR_Desc,RSI_9,RSI_25,CMF_20,OBV_SMA_Diff,OBV_RoC,PSARl_0.02_0.2,Rolling_Std_10,Rolling_Std_50
2010-01-11T00:00:00Z,1.1,1.1,1.1,0,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.1,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.1,0,0
2010-01-14T00:00:00Z,1.1,1.1,1.1,0,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.1,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.1,0,0
2010-03-03T00:00:00Z,1.15,1.15,1.15,0,34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.1,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.1,0,0
2010-04-07T00:00:00Z,1.1,1.1,1.1,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.15,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.15,0,0
2010-05-24T00:00:00Z,1.1,1.1,1.1,0,350131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.1495,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.149,0,0
2010-05-27T00:00:00Z,1,1.01,1,0,489875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.149,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.148,0,0
2010-06-01T00:00:00Z,0.95,0.95,0.95,0,229256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.146,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.1421,0,0
2010-06-07T00:00:00Z,0.95,0.95,0.95,0,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,1.1401,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.1306,0,0
2010-06-10T00:00:00Z,0.9,0.9,0.86,0,1126813,0,0,0,0,0,0,0,0,0,0,0,-296.55,0,0,0,0,0,1100000,0,0,1.1344,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.1198,0,0
2010-06-14T00:00:00Z,0.78,0.78,0.78,0,512572,0,0,0,0,0,0,0,0,0,0,0,-210.81,0,0,0,0,0,1100000,0,0,1.1234,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.099,0,0
2010-06-28T00:00:00Z,0.8,0.8,0.8,0,69000,0,0,0,0,0,0,0,0,0,0,0,-210.81,0,0,0,0,0,1100000,0,0,1.1062,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.0671,0,0
2010-07-27T00:00:00Z,0.8,0.8,0.8,0,96529,0,0,0,0,0,0,0,0,0,0,0,-243.75,-221.79,0,0,0,0,1100000,0,0,1.0899,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.0384,0,0
2010-07-28T00:00:00Z,0.8,0.8,0.8,0,96529,0,0,0,0,0,0,0,0,0,0,0,-243.75,-232.77,0,0,0,0,1100000,0,0,1.0744,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,1.0126,0,0
2010-08-03T00:00:00Z,0.8,0.8,0.8,0,20360,0,0,0,0,0,0,0,0,0,0,0,-339.13,-275.54,0,0,0,0,1100000,0,0,1.0597,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,0.9893,0,0
2010-08-10T00:00:00Z,0.88,0.88,0.88,0,484000,0,0,0,0,0,0,0,0,0,0,0,-458.82,-347.23,0,0,0,0,1100000,0.9371,0,1.0457,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,0.9684,0,0
2010-10-19T00:00:00Z,0.88,0.89,0.88,0,3648072,0,0,0,0,0,0,0,0,0,0,0,-458.82,-418.92,0,0,0,0,1100000,0.9221,0,1.0324,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,0.9496,0,0
2010-10-21T00:00:00Z,0.92,0.92,0.9,0,1358000,0,0,0,0,0,0,0,0,0,0,0,-557.14,-491.59,0,0,0,0,1100000,0.9057,0,1.0198,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,0.9326,0,0
2010-10-24T00:00:00Z,0.89,0.89,0.89,0,445000,0,0,0,0,0,0,0,0,0,0,0,-557.14,-524.37,0,0,0,0,1100000,0.8907,0,1.0078,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,0.9173,0,0
2010-10-31T00:00:00Z,0.9,0.91,0.9,0,204108,0,0,0,0,0,0,0,0,0,0,0,-666.67,-593.65,0,0,0,0,1100000,0.8771,0,0.9964,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,0,0,0,0.78,0,0
2010-11-02T00:00:00Z,0.91,0.93,0.91,0,684603,0,0,0,0,0,0,0,0,0,0,0,-615.38,-613.06,0,0,0,0,1100000,0.8714,0,0.9856,0,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,,,,,,,,,,,0,0,-77.9249,0,0,0.7826,0,0
