Ticker,Buy Date,Sell Date,Buy Price,Sell Price,Profit,Profit Percent,Gain Factor,Trade Status,Buy Price Commission,Sell Price Commission,Profit Commission,Profit Percent Commission,Gain Factor Commission
IBSD,2023-04-05,2023-04-11 00:00:00,2.7,3.09,0.3899999999999997,14.444444444444432,1.1444444444444444,Closed,2.70162,3.088146,0.3865259999999999,14.307193461700754,1.1430719346170075
BMNS,2023-04-16,2023-06-14 00:00:00,0.54,0.6,0.05999999999999994,11.1111111111111,1.111111111111111,Closed,0.540324,0.59964,0.059315999999999924,10.977857729806546,1.1097785772980655
BNOI,2023-05-17,2023-05-29 00:00:00,1.24,1.13,-0.1100000000000001,-8.870967741935491,0.9112903225806451,Closed,1.240744,1.129322,-0.11142200000000013,-8.980257007086081,0.9101974299291392
BNOI,2023-05-30,2023-06-22 00:00:00,1.13,1.24,0.1100000000000001,9.734513274336292,1.097345132743363,Closed,1.1306779999999998,1.239256,0.10857800000000006,9.60291081987976,1.0960291081987976
IBSD,2023-05-31,2023-06-13 00:00:00,2.85,3.19,0.33999999999999986,11.929824561403503,1.119298245614035,Closed,2.85171,3.1880859999999998,0.33637599999999956,11.795589313078803,1.117955893130788
TASC,2023-06-07,2023-07-31 00:00:00,7.43,7.7,0.27000000000000046,3.6339165545087546,1.0363391655450875,Closed,7.434457999999999,7.69538,0.26092200000000076,3.5096304263202613,1.0350963042632026
BBOB,2023-08-02,2023-08-06 00:00:00,2.18,2.46,0.2799999999999998,12.844036697247695,1.128440366972477,Closed,2.181308,2.458524,0.27721600000000013,12.708705052198043,1.1270870505219805
IBSD,2023-08-10,2023-09-12 00:00:00,3.05,3.26,0.20999999999999996,6.885245901639343,1.0688524590163935,Closed,3.05183,3.258044,0.20621400000000012,6.757060517787693,1.0675706051778768
TASC,2023-10-25,2023-12-04 00:00:00,8.5,9.0,0.5,5.88235294117647,1.0588235294117647,Closed,8.5051,8.9946,0.4894999999999996,5.755370307227423,1.0575537030722741
IBSD,2023-10-30,2024-01-18 00:00:00,3.34,3.77,0.43000000000000016,12.874251497005993,1.1287425149700598,Closed,3.3420039999999998,3.767738,0.4257340000000003,12.738883615938231,1.1273888361593822
BNOI,2023-11-30,2024-01-14 00:00:00,2.39,2.7,0.31000000000000005,12.97071129707113,1.1297071129707112,Closed,2.3914340000000003,2.6983800000000002,0.30694599999999994,12.83522773365269,1.1283522773365269
TASC,2023-12-25,2024-01-08 00:00:00,8.55,9.2,0.6499999999999986,7.602339181286533,1.0760233918128652,Closed,8.55513,9.194479999999999,0.6393499999999985,7.473293801496863,1.0747329380149686
BBOB,2024-01-10,2024-01-31 00:00:00,3.16,3.47,0.31000000000000005,9.810126582278482,1.0981012658227849,Closed,3.161896,3.467918,0.306022,9.678433446261357,1.0967843344626136
TASC,2024-03-07,Open Trade - Last Close Price Used,9.31,9.18,-0.13000000000000078,-1.3963480128893746,0.9860365198711063,Open,9.315586,9.174491999999999,-0.14109400000000072,-1.5146014432157109,0.9848539855678429
BBOB,2024-03-26,Open Trade - Last Close Price Used,3.2,3.33,0.1299999999999999,4.0624999999999964,1.040625,Open,3.2019200000000003,3.328002,0.1260819999999998,3.9376998800719503,1.0393769988007195
