Date,Cash,Equity_Value,Total_Value,Daily_Return,Total_Return,Drawdown,Active_Positions,Days_Since_Start
2024-06-09T00:00:00Z,100000,0,100000,0,0,0,0,0
2024-06-09T00:00:00Z,93950.06,0,93950.06,-6.04994,-6.04994,-6.04994,1,1
2024-06-09T00:00:00Z,93950.06,0,93950.06,0,-6.04994,-6.04994,1,2
2024-06-09T00:00:00Z,88265.06,0,88265.06,-6.05108714140257,-11.73494,-11.73494,2,3
2024-06-09T00:00:00Z,88265.06,0,88265.06,0,-11.73494,-11.73494,2,4
2024-06-09T00:00:00Z,82919.16,0,82919.16,-6.05664347817811,-17.08084,-17.08084,3,5
2024-06-09T00:00:00Z,77894.96,0,77894.96,-6.05915448251044,-22.10504,-22.10504,4,6
2024-06-09T00:00:00Z,71623.36,0,71623.36,-8.05135531233343,-28.37664,-28.37664,5,7
2024-06-09T00:00:00Z,71623.36,0,71623.36,0,-28.37664,-28.37664,5,8
2024-06-09T00:00:00Z,71623.36,0,71623.36,0,-28.37664,-28.37664,5,9
2024-06-09T00:00:00Z,71623.36,0,71623.36,0,-28.37664,-28.37664,5,10
2024-06-09T00:00:00Z,71623.36,0,71623.36,0,-28.37664,-28.37664,5,11
2024-06-09T00:00:00Z,71623.36,0,71623.36,0,-28.37664,-28.37664,5,12
2024-06-09T00:00:00Z,67275.96,0,67275.96,-6.0698073924485,-32.72404,-32.72404,6,13
2024-06-09T00:00:00Z,63198.16,0,63198.16,-6.06130332439701,-36.80184,-36.80184,7,14
2024-06-09T00:00:00Z,63198.16,0,63198.16,0,-36.80184,-36.80184,7,15
2024-06-09T00:00:00Z,59360.9,0,59360.9,-6.07179069770386,-40.6391,-40.6391,8,16
2024-06-09T00:00:00Z,59360.9,0,59360.9,0,-40.6391,-40.6391,8,17
2024-06-09T00:00:00Z,53411.6,0,53411.6,-10.02225370572212,-46.5884,-46.5884,9,18
2024-06-09T00:00:00Z,53411.6,0,53411.6,0,-46.5884,-46.5884,9,19
2024-06-09T00:00:00Z,53411.6,0,53411.6,0,-46.5884,-46.5884,9,20
2024-06-09T00:00:00Z,50157,0,50157,-6.09343288723798,-49.843,-49.843,10,21
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,22
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,23
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,24
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,25
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,26
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,27
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,28
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,29
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,30
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,31
2024-06-09T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,32
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,33
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,34
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,35
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,36
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,37
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,38
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,39
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,40
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,41
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,42
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,43
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,44
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,45
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,46
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,47
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,48
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,49
2024-06-10T00:00:00Z,50157,0,50157,0,-49.843,-49.843,10,50
2024-06-10T00:00:00Z,50157,6045,56202,12.05215622943956,-43.798,-43.798,10,51
2024-06-10T00:00:00Z,50157,12044.94,62201.94,10.67566990498559,-37.79806,-37.79806,10,52
2024-06-10T00:00:00Z,50157,12044.94,62201.94,0,-37.79806,-37.79806,10,53
2024-06-10T00:00:00Z,54130.69,12044.94,66175.63,6.38836988042495,-33.82437,-33.82437,9,54
