Date,Cash,Equity_Value,Total_Value,Daily_Return,Total_Return,Drawdown,Active_Positions,Days_Since_Start
2024-06-09T00:00:00Z,100000,0,100000,0,0,0,0,0
2024-06-09T00:00:00Z,100000,0,100000,0,0,0,0,1
2024-06-09T00:00:00Z,100000,0,100000,0,0,0,0,2
2024-06-09T00:00:00Z,100000,0,100000,0,0,0,0,3
2024-06-09T00:00:00Z,100000,0,100000,0,0,0,0,4
2024-06-09T00:00:00Z,100000,0,100000,0,0,0,0,5
2024-06-09T00:00:00Z,87950.21,0,87950.21,-12.04979,-12.04979,-12.04979,1,6
2024-06-09T00:00:00Z,77355.81,0,77355.81,-12.04590642819386,-22.64419,-22.64419,2,7
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,8
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,9
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,10
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,11
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,12
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,13
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,14
2024-06-09T00:00:00Z,77355.81,0,77355.81,0,-22.64419,-22.64419,2,15
2024-06-09T00:00:00Z,71736.78,0,71736.78,-7.263875848498,-28.26322,-28.26322,3,16
2024-06-09T00:00:00Z,71736.78,0,71736.78,0,-28.26322,-28.26322,3,17
2024-06-09T00:00:00Z,71736.78,0,71736.78,0,-28.26322,-28.26322,3,18
2024-06-09T00:00:00Z,71736.78,0,71736.78,0,-28.26322,-28.26322,3,19
2024-06-09T00:00:00Z,71736.78,0,71736.78,0,-28.26322,-28.26322,3,20
2024-06-09T00:00:00Z,63078.46,0,63078.46,-12.06956877629579,-36.92154,-36.92154,4,21
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,22
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,23
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,24
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,25
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,26
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,27
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,28
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,29
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,30
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,31
2024-06-09T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,32
2024-06-10T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,33
2024-06-10T00:00:00Z,63078.46,0,63078.46,0,-36.92154,-36.92154,4,34
2024-06-10T00:00:00Z,56973.16,0,56973.16,-9.67889831172162,-43.02684,-43.02684,5,35
