Trade_ID,Ticker,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Entry_Signal,Exit_Signal,Quantity,PnL,PnL_Percent,Holding_Days,Trade_Type,Commission,Exit_Reason
1,HNTI,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-07-04T00:00:00Z,11,12.42,,Strong Sell,399,466.58,10.51092588420815,25,LONG,100,SIGNAL
2,IMAP,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-07-09T00:00:00Z,1.87,1.98,,Sell,2499,174.89,3.70284112442385,30,LONG,100,SIGNAL
3,IBSD,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-07-14T00:00:00Z,4.16,4.3,,Weak Sell,931,30.34,0.77339559924139,35,LONG,100,SIGNAL
4,TASC,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-07-16T00:00:00Z,9.12,9.37,,Weak Sell,452,13,0.31158322627653,37,LONG,100,SIGNAL
5,IFCM,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-07-16T00:00:00Z,3.5,3.61,,Weak Sell,1513,66.43,1.24272752782714,37,LONG,100,SIGNAL
6,BMNS,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-07-18T00:00:00Z,1.31,1.42,,Weak Sell,4580,403.8,6.67460081325002,39,LONG,100,SIGNAL
7,BROI,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-07-28T00:00:00Z,0.92,0.874,,STOP_LOSS,3714,-270.844,-7.81232693372716,49,LONG,100,STOP_LOSS
8,BSUC,Rolling Std50 Strategy,2024-07-14T00:00:00Z,2024-07-30T00:00:00Z,0.09,0.1035,,TAKE_PROFIT,53384,620.684,12.78558715928941,16,LONG,100,TAKE_PROFIT
9,IIDP,Rolling Std50 Strategy,2024-07-30T00:00:00Z,2024-08-04T00:00:00Z,1.4,1.61,,TAKE_PROFIT,2780,483.8,12.27295788939625,5,LONG,100,TAKE_PROFIT
10,IMOS,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-08-13T00:00:00Z,9.8,9.31,,STOP_LOSS,371,-281.79,-7.64528731889956,65,LONG,100,STOP_LOSS
11,BNOI,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-09-02T00:00:00Z,2.78,2.641,,STOP_LOSS,1789,-348.671,-6.94090878325921,85,LONG,100,STOP_LOSS
12,SMRI,Rolling Std50 Strategy,2024-07-16T00:00:00Z,2024-09-04T00:00:00Z,6.2,5.89,,STOP_LOSS,574,-277.94,-7.70172910662824,50,LONG,100,STOP_LOSS
