Trade_ID,Ticker,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Entry_Signal,Exit_Signal,Quantity,PnL,PnL_Percent,Holding_Days,Trade_Type,Commission,Exit_Reason
13,BBOB,Rolling Std50 Strategy,2024-07-04T00:00:00Z,2024-09-09T00:00:00Z,2.94,2.99,,Weak Sell,1191,-40.45,-1.13894254323477,67,LONG,100,SIGNAL
14,IRMC,Rolling Std50 Strategy,2024-07-09T00:00:00Z,2024-09-16T00:00:00Z,3.55,3.3725,,STOP_LOSS,1009,-279.0975,-7.6845083219758,69,LONG,100,STOP_LOSS
15,SMRI,Rolling Std50 Strategy,2024-09-16T00:00:00Z,2024-09-25T00:00:00Z,5.7,5.415,,STOP_LOSS,672,-291.52,-7.51262756416864,9,LONG,100,STOP_LOSS
16,SKTA,Rolling Std50 Strategy,2024-08-13T00:00:00Z,2024-09-25T00:00:00Z,4.2,4.7,,Weak Sell,925,362.5,9.21219822109276,43,LONG,100,SIGNAL
17,HISH,Rolling Std50 Strategy,2024-09-09T00:00:00Z,2024-09-26T00:00:00Z,9.15,9.8,,Weak Sell,422,174.3,4.45631887096362,17,LONG,100,SIGNAL
18,BIME,Rolling Std50 Strategy,2024-09-26T00:00:00Z,2024-10-14T00:00:00Z,0.08,0.076,,STOP_LOSS,80294,-421.176,-6.50613576539502,18,LONG,100,STOP_LOSS
19,SKTA,Rolling Std50 Strategy,2024-10-14T00:00:00Z,2024-10-16T00:00:00Z,4.14,4.53,,Weak Sell,924,260.36,6.71834358614425,2,LONG,100,SIGNAL
20,AMEF,Rolling Std50 Strategy,2024-07-18T00:00:00Z,2024-10-17T00:00:00Z,7.5,7.5,,Hold,511,-100,-2.5756600128783,91,LONG,100,TIME_LIMIT
21,SMRI,Rolling Std50 Strategy,2024-09-25T00:00:00Z,2024-10-20T00:00:00Z,5.4,5.13,,STOP_LOSS,706,-290.62,-7.5243371996686,25,LONG,100,STOP_LOSS
22,AISP,Rolling Std50 Strategy,2024-10-16T00:00:00Z,2024-10-22T00:00:00Z,8.55,9.35,,Weak Sell,449,259.2,6.66503812082953,6,LONG,100,SIGNAL
23,HKAR,Rolling Std50 Strategy,2024-06-09T00:00:00Z,2024-11-04T00:00:00Z,0.8,0.76,,STOP_LOSS,7046,-381.84,-6.71449672926778,148,LONG,100,STOP_LOSS
24,BIME,Rolling Std50 Strategy,2024-11-04T00:00:00Z,2024-11-05T00:00:00Z,0.08,0.076,,STOP_LOSS,48165,-292.66,-7.49795039967206,1,LONG,100,STOP_LOSS
25,HNTI,Rolling Std50 Strategy,2024-09-02T00:00:00Z,2024-11-10T00:00:00Z,9.9,10.4,,Weak Sell,397,98.5,2.47468783760018,69,LONG,100,SIGNAL
26,BROI,Rolling Std50 Strategy,2024-11-05T00:00:00Z,2024-11-13T00:00:00Z,0.82,0.89,,Weak Sell,4677,227.39,5.85281354082478,8,LONG,100,SIGNAL
27,BGUC,Rolling Std50 Strategy,2024-11-10T00:00:00Z,2024-11-19T00:00:00Z,0.31,0.33,,Weak Sell,12410,148.2,3.80282774370686,9,LONG,100,SIGNAL
28,BINT,Rolling Std50 Strategy,2024-09-04T00:00:00Z,2024-11-24T00:00:00Z,0.34,0.323,,STOP_LOSS,11450,-294.65,-7.47273649505453,81,LONG,100,STOP_LOSS
29,BIBI,Rolling Std50 Strategy,2024-07-16T00:00:00Z,2024-11-27T00:00:00Z,0.35,0.3325,,STOP_LOSS,10490,-283.575,-7.61991132607819,134,LONG,100,STOP_LOSS
30,BMFI,Rolling Std50 Strategy,2024-10-17T00:00:00Z,2024-12-12T00:00:00Z,0.16,0.152,,STOP_LOSS,31984,-355.872,-6.88681436068924,56,LONG,100,STOP_LOSS
31,BASH,Rolling Std50 Strategy,2024-12-12T00:00:00Z,2024-12-19T00:00:00Z,0.29,0.3,,Weak Sell,13400,34,0.86382113821138,7,LONG,100,SIGNAL
32,HBAY,Rolling Std50 Strategy,2024-11-27T00:00:00Z,2024-12-19T00:00:00Z,101,110,,Weak Sell,37,233,6.15262740955902,22,LONG,100,SIGNAL
33,TZNI,Rolling Std50 Strategy,2024-09-25T00:00:00Z,2024-12-22T00:00:00Z,2.4,2.46,,Sell,1600,-4,-0.10282776349614,88,LONG,100,SIGNAL
34,SMRI,Rolling Std50 Strategy,2024-12-19T00:00:00Z,2024-12-26T00:00:00Z,5.47,6.32,,Weak Sell,711,504.35,12.80345859660791,7,LONG,100,SIGNAL
35,BIME,Rolling Std50 Strategy,2024-11-13T00:00:00Z,2024-12-26T00:00:00Z,0.07,0.0805,,TAKE_PROFIT,55146,479.033,12.25079407296776,43,LONG,100,TAKE_PROFIT
